word,valence,arousal,dominance,concreteness,SUBTLEX,aoa
frizzy,,,,3.83,18.0,9.05
gymnastic,,,,3.83,3.0,7.06
soldering,,,,3.83,20.0,
spherical,,,,3.83,9.0,12.17
arched,,,,3.82,9.0,9.89
shuttered,,,,3.82,2.0,10.11
backpedal,,,,3.81,2.0,11.0
flatulent,,,,3.81,11.0,11.22
lidless,,,,3.81,2.0,10.06
quintuple,,,,3.81,1.0,10.65
sectional,,,,3.81,14.0,10.68
skinless,,,,3.81,11.0,9.8
unthawed,,,,3.81,1.0,10.61
latticed,,,,3.8,1.0,
seamless,,,,3.8,16.0,10.95
flowered,,,,3.79,17.0,
fossilized,,,,3.79,11.0,9.16
overnighter,,,,3.79,3.0,9.16
phosphorescent,,,,3.79,6.0,12.06
unbleached,,,,3.79,2.0,11.94
decomposed,,,,3.78,24.0,
jacketed,,,,3.78,3.0,11.38
neuromuscular,,,,3.78,3.0,16.18
sable,,,,3.78,42.0,11.85
wetter,,,,3.78,24.0,
aflame,,,,3.77,17.0,11.22
corseted,,,,3.77,1.0,13.33
fringed,,,,3.77,3.0,
limbless,,,,3.77,1.0,10.38
syrupy,,,,3.77,2.0,7.0
unbaked,,,,3.77,1.0,9.11
coaxial,,,,3.76,7.0,14.87
corrugated,,,,3.76,10.0,11.72
legible,,,,3.76,11.0,10.0
porous,,,,3.76,15.0,10.53
backless,,,,3.74,15.0,11.78
gelatinous,,,,3.74,9.0,12.58
thatched,,,,3.74,5.0,11.29
bronchial,,,,3.73,17.0,13.0
bleached,,,,3.72,49.0,
boneless,,,,3.72,15.0,7.89
granulated,,,,3.72,2.0,
spongy,,,,3.72,12.0,8.89
trucking,,,,3.72,53.0,
armless,,,,3.71,4.0,8.68
bladed,,,,3.71,6.0,9.41
crimping,,,,3.71,3.0,11.38
glassy,,,,3.71,18.0,8.05
nondrinking,,,,3.71,1.0,10.48
shaven,,,,3.71,10.0,8.39
swampy,,,,3.71,10.0,7.84
wingless,,,,3.71,2.0,7.83
mitochondrial,,,,3.7,1.0,15.12
overripe,,,,3.7,3.0,
slushy,,,,3.7,3.0,7.14
tattered,,,,3.7,12.0,10.42
caped,,,,3.69,7.0,8.24
drier,,,,3.69,22.0,
fungal,,,,3.69,15.0,10.7
marbled,,,,3.69,3.0,9.74
scabby,,,,3.69,18.0,9.06
semisolid,,,,3.69,1.0,11.11
sunless,,,,3.69,6.0,7.42
fainter,,,,3.68,10.0,
fizzy,,,,3.68,11.0,6.5
floury,,,,3.68,2.0,8.76
potbellied,,,,3.68,8.0,10.56
tangy,,,,3.68,17.0,8.65
calligraphic,,,,3.67,1.0,11.38
flowering,,,,3.67,14.0,9.16
luminescent,,,,3.67,3.0,13.53
mountainous,,,,3.67,8.0,10.56
weedy,,,,3.67,15.0,10.78
peppery,,,,3.66,1.0,8.56
unsweetened,,,,3.66,1.0,8.21
mossy,,,,3.65,2.0,8.47
neonatal,,,,3.65,4.0,14.19
hornless,,,,3.64,1.0,9.18
malleable,,,,3.64,5.0,14.11
nonmetallic,,,,3.64,4.0,10.94
trapezoidal,,,,3.64,1.0,13.74
wounded,,,,3.64,992.0,
ambidextrous,,,,3.63,12.0,11.84
clumpy,,,,3.63,15.0,7.32
mammary,,,,3.63,9.0,12.29
prepackaged,,,,3.63,3.0,9.72
sickbed,,,,3.63,5.0,9.88
bagful,,,,3.62,5.0,5.75
dwarfish,,,,3.62,2.0,13.25
feathery,,,,3.62,10.0,8.42
onshore,,,,3.62,11.0,9.26
opaque,,,,3.62,6.0,13.95
overhand,,,,3.62,13.0,8.83
unwrinkled,,,,3.62,3.0,8.5
chewable,,,,3.61,4.0,6.39
costumed,,,,3.61,9.0,8.84
webby,,,,3.61,9.0,10.08
candlelit,,,,3.6,12.0,9.05
esophageal,,,,3.6,9.0,15.85
wheezy,,,,3.6,14.0,10.0
blackened,,,,3.59,16.0,9.83
drinkable,,,,3.59,4.0,7.64
habitant,,,,3.59,1.0,10.44
oblong,,,,3.59,6.0,10.39
reformatory,,,,3.59,18.0,13.07
ribbed,,,,3.59,18.0,11.44
sloping,,,,3.59,18.0,10.58
soluble,,,,3.59,8.0,11.94
suntanned,,,,3.59,6.0,7.89
crateful,,,,3.58,1.0,10.14
humpy,,,,3.58,3.0,10.23
legged,,,,3.58,7.0,6.89
pliable,,,,3.58,7.0,10.94
soaked,,,,3.58,159.0,
windproof,,,,3.58,1.0,9.21
bristled,,,,3.57,1.0,
hyphenated,,,,3.57,7.0,9.94
lacerated,,,,3.57,25.0,
wetted,,,,3.57,1.0,
additive,,,,3.56,11.0,12.28
busty,,,,3.56,12.0,11.45
epidermal,,,,3.56,10.0,12.12
hatless,,,,3.56,2.0,8.29
inky,,,,3.56,11.0,9.29
nonorganic,,,,3.56,1.0,14.88
waterlogged,,,,3.56,7.0,11.53
antifungal,,,,3.55,1.0,12.0
marshy,,,,3.55,3.0,8.56
plumed,,,,3.55,1.0,
powdery,,,,3.55,5.0,8.44
pulpy,,,,3.55,3.0,10.18
searing,,,,3.55,16.0,11.68
acidic,,,,3.54,11.0,11.21
backlit,,,,3.54,4.0,13.17
balsamic,,,,3.54,8.0,14.94
branchy,,,,3.54,1.0,11.47
cylindrical,,,,3.54,8.0,10.56
knobby,,,,3.54,4.0,11.71
oaken,,,,3.54,2.0,11.9
overhanging,,,,3.54,4.0,9.12
scalded,,,,3.54,19.0,
shorter,,,,3.54,300.0,
warty,,,,3.54,4.0,9.33
bigger,,,,3.53,2765.0,
concave,,,,3.53,9.0,11.5
unsigned,,,,3.53,20.0,9.67
barebacked,,,,3.52,4.0,12.12
cloudless,,,,3.52,8.0,7.6
flyaway,,,,3.52,5.0,8.94
gangrenous,,,,3.52,9.0,14.33
nondairy,,,,3.52,5.0,9.74
patterned,,,,3.52,12.0,8.76
prophylactic,,,,3.52,29.0,15.2
ridged,,,,3.52,2.0,
southeastern,,,,3.52,9.0,9.58
teary,,,,3.52,4.0,6.17
wrinkly,,,,3.52,17.0,7.58
airsick,,,,3.5,16.0,11.47
asymmetric,,,,3.5,2.0,12.28
bombproof,,,,3.5,6.0,10.65
elliptical,,,,3.5,12.0,11.81
furrowed,,,,3.5,4.0,13.18
greener,,,,3.5,55.0,
nonskid,,,,3.5,1.0,11.29
nonsurgical,,,,3.5,1.0,13.79
serpentine,,,,3.5,12.0,12.89
shaded,,,,3.5,8.0,5.89
spermicidal,,,,3.5,4.0,15.06
textured,,,,3.5,9.0,10.42
unvarnished,,,,3.5,6.0,11.82
alkaline,,,,3.48,16.0,13.68
lactated,,,,3.48,4.0,15.15
rudderless,,,,3.48,4.0,12.27
soupy,,,,3.48,12.0,7.29
starless,,,,3.48,2.0,8.67
streaky,,,,3.48,6.0,9.39
tweeting,,,,3.47,3.0,16.56
buxom,,,,3.46,5.0,12.39
corneal,,,,3.46,10.0,15.21
funereal,,,,3.46,1.0,9.5
meaty,,,,3.46,18.0,6.0
reptilian,,,,3.46,16.0,10.37
spindly,,,,3.46,15.0,10.71
withered,,,,3.46,55.0,
chocolaty,,,,3.45,7.0,7.05
clunky,,,,3.45,18.0,8.22
eldest,,,,3.45,77.0,
elongated,,,,3.45,16.0,10.67
furless,,,,3.45,1.0,10.24
polygonal,,,,3.45,2.0,12.33
rotund,,,,3.45,6.0,13.42
teenaged,,,,3.45,8.0,8.11
photoelectric,,,,3.44,6.0,12.87
cartographic,,,,3.43,2.0,14.0
globular,,,,3.43,6.0,13.76
polycarbonate,,,,3.43,3.0,15.56
recordable,,,,3.43,2.0,10.53
stocky,,,,3.43,9.0,10.15
unburied,,,,3.43,1.0,8.5
unicellular,,,,3.43,1.0,12.36
unpolished,,,,3.43,8.0,9.0
yellowing,,,,3.43,9.0,10.05
bendy,,,,3.42,11.0,7.69
blubbery,,,,3.42,3.0,9.82
fireproof,,,,3.42,8.0,8.72
insurgent,,,,3.42,12.0,13.88
onscreen,,,,3.42,4.0,10.84
preteen,,,,3.42,9.0,9.32
reddish,,,,3.42,10.0,6.17
russet,,,,3.42,8.0,12.46
snowbound,,,,3.42,7.0,10.76
unlit,,,,3.42,3.0,7.61
unsheathed,,,,3.42,2.0,
childproof,,,,3.41,10.0,7.95
chinless,,,,3.41,1.0,8.17
forked,,,,3.41,14.0,
inflexible,,,,3.41,8.0,11.79
malted,,,,3.41,14.0,9.89
moisturizing,,,,3.41,7.0,9.89
moonless,,,,3.41,4.0,8.78
orthodontic,,,,3.41,3.0,11.68
unchained,,,,3.41,6.0,8.37
uterine,,,,3.41,18.0,13.8
veiling,,,,3.41,1.0,
leathery,,,,3.4,9.0,11.84
unburned,,,,3.4,9.0,8.28
unshackled,,,,3.4,3.0,9.95
fungicidal,,,,3.39,1.0,12.94
grayish,,,,3.39,5.0,7.11
midsize,,,,3.39,10.0,9.72
nonalcoholic,,,,3.39,6.0,11.79
oscillating,,,,3.39,7.0,12.61
barrelful,,,,3.38,7.0,11.39
bespectacled,,,,3.38,1.0,11.27
colonialist,,,,3.38,2.0,10.16
hotter,,,,3.38,238.0,
hydroelectric,,,,3.38,5.0,14.78
paler,,,,3.38,13.0,
cavernous,,,,3.37,3.0,10.56
curvaceous,,,,3.37,6.0,12.73
drippy,,,,3.37,10.0,6.78
drooping,,,,3.37,7.0,8.21
gnarled,,,,3.37,3.0,11.0
outermost,,,,3.37,4.0,11.5
refried,,,,3.37,10.0,8.65
unbroken,,,,3.37,20.0,7.94
brassy,,,,3.36,6.0,11.82
buoyant,,,,3.36,9.0,12.58
chesty,,,,3.36,14.0,12.32
clearer,,,,3.36,138.0,
electrostatic,,,,3.36,10.0,12.78
flowerless,,,,3.36,1.0,9.53
granular,,,,3.36,2.0,11.89
keyless,,,,3.36,1.0,10.5
mothproof,,,,3.36,1.0,10.73
tusked,,,,3.36,2.0,
unfastened,,,,3.36,10.0,7.95
arthritic,,,,3.35,13.0,12.3
eroding,,,,3.35,19.0,10.17
jellylike,,,,3.35,1.0,11.06
seminarian,,,,3.35,1.0,13.14
intravascular,,,,3.34,2.0,14.47
knotty,,,,3.34,7.0,8.33
northernmost,,,,3.34,3.0,10.15
confectionary,,,,3.33,16.0,13.0
convex,,,,3.33,9.0,11.31
curvy,,,,3.33,10.0,9.22
hydrogenated,,,,3.33,7.0,14.6
undiluted,,,,3.33,8.0,10.84
unwrapped,,,,3.33,20.0,6.65
wintery,,,,3.33,1.0,8.58
ashy,,,,3.32,9.0,8.61
beltless,,,,3.32,2.0,9.65
bended,,,,3.32,12.0,9.67
clitoral,,,,3.32,7.0,15.2
manmade,,,,3.32,9.0,9.42
monosyllabic,,,,3.32,5.0,12.12
photochemical,,,,3.32,1.0,14.0
prepubescent,,,,3.32,8.0,13.67
unstrapped,,,,3.32,1.0,9.0
weightless,,,,3.32,19.0,9.32
wintry,,,,3.32,11.0,8.65
adjoined,,,,3.31,1.0,
perpendicular,,,,3.31,10.0,11.33
phallic,,,,3.31,15.0,15.07
unleavened,,,,3.31,1.0,12.92
unripe,,,,3.31,2.0,7.5
upturned,,,,3.31,8.0,9.0
corrosive,,,,3.3,19.0,10.18
glittery,,,,3.3,6.0,4.94
gripping,,,,3.3,26.0,
plushy,,,,3.3,2.0,9.35
telescopic,,,,3.3,12.0,11.32
untangled,,,,3.3,3.0,7.37
windswept,,,,3.3,6.0,11.05
balder,,,,3.29,8.0,
boney,,,,3.29,5.0,8.79
membranous,,,,3.29,1.0,13.0
sharper,,,,3.29,65.0,
viscous,,,,3.29,13.0,13.28
warmer,,,,3.29,184.0,
adrenal,,,,3.28,16.0,14.24
bilingual,,,,3.28,19.0,11.74
cardiopulmonary,,,,3.28,6.0,15.5
colder,,,,3.28,127.0,
geologic,,,,3.28,3.0,11.72
misfile,,,,3.28,1.0,14.41
muggy,,,,3.28,5.0,8.06
periodontal,,,,3.28,4.0,14.07
unhygienic,,,,3.28,3.0,11.56
adjustable,,,,3.27,16.0,8.95
intertwining,,,,3.27,1.0,
larval,,,,3.27,7.0,11.41
mammalian,,,,3.27,6.0,11.71
nonslip,,,,3.27,2.0,10.39
odorous,,,,3.27,1.0,10.95
saltier,,,,3.27,5.0,
slobbery,,,,3.27,5.0,9.56
starlit,,,,3.27,7.0,9.59
whitish,,,,3.27,1.0,8.69
lipless,,,,3.26,1.0,10.39
malnourished,,,,3.26,8.0,11.05
microbial,,,,3.26,2.0,12.76
monochromatic,,,,3.26,8.0,15.75
reburial,,,,3.26,2.0,14.0
smudgy,,,,3.26,1.0,8.65
uncrushed,,,,3.26,1.0,7.75
windblown,,,,3.26,6.0,9.26
arching,,,,3.25,6.0,
bluer,,,,3.25,25.0,
multilayered,,,,3.25,5.0,8.94
ovarian,,,,3.25,17.0,14.44
phonographic,,,,3.25,1.0,11.58
southwestern,,,,3.25,16.0,7.79
stringed,,,,3.25,6.0,8.88
uncapped,,,,3.25,1.0,
undocked,,,,3.25,1.0,
unsnapped,,,,3.25,2.0,
bounding,,,,3.24,10.0,10.21
breathy,,,,3.24,1.0,12.79
brownish,,,,3.24,12.0,7.71
congested,,,,3.24,18.0,9.45
conical,,,,3.24,7.0,12.27
iridescent,,,,3.24,3.0,14.87
leaner,,,,3.24,5.0,
rubbery,,,,3.24,9.0,7.53
shimmery,,,,3.24,4.0,8.84
westernmost,,,,3.24,1.0,9.56
clawless,,,,3.23,2.0,8.28
crinkly,,,,3.23,4.0,8.68
malformed,,,,3.23,7.0,10.89
northwesterly,,,,3.23,4.0,10.88
sooty,,,,3.23,5.0,11.07
spiced,,,,3.23,14.0,
starchy,,,,3.23,11.0,10.67
superheated,,,,3.23,7.0,10.15
uncombed,,,,3.23,4.0,6.56
unsaddled,,,,3.23,2.0,
urinary,,,,3.22,20.0,12.56
vaulted,,,,3.22,8.0,
asymmetrical,,,,3.21,6.0,12.11
chiller,,,,3.21,3.0,9.94
closetful,,,,3.21,3.0,9.75
combustible,,,,3.21,18.0,10.89
gastrointestinal,,,,3.21,9.0,14.31
intercontinental,,,,3.21,6.0,11.94
northeasterly,,,,3.21,1.0,12.21
oxidized,,,,3.21,12.0,13.2
pancreatic,,,,3.21,19.0,13.5
panoramic,,,,3.21,2.0,12.39
patchy,,,,3.21,9.0,9.22
transcontinental,,,,3.21,16.0,12.0
uncompleted,,,,3.21,4.0,8.79
uneaten,,,,3.21,8.0,7.76
ungraded,,,,3.21,3.0,10.74
unstained,,,,3.21,3.0,8.76
boxy,,,,3.2,9.0,10.21
cardiovascular,,,,3.2,17.0,13.32
exothermal,,,,3.2,1.0,14.06
phosphoric,,,,3.2,1.0,14.93
stinking,,,,3.2,473.0,
unclosed,,,,3.2,1.0,
vinegary,,,,3.2,3.0,10.47
wispy,,,,3.2,5.0,10.12
wordy,,,,3.2,8.0,10.89
barefaced,,,,3.19,4.0,10.89
beefy,,,,3.19,16.0,8.53
bridgeless,,,,3.19,1.0,10.82
catchable,,,,3.19,3.0,9.56
citric,,,,3.19,2.0,12.11
crumbly,,,,3.19,6.0,7.61
curried,,,,3.19,3.0,
fatter,,,,3.19,72.0,
fibrous,,,,3.19,13.0,12.47
garlicky,,,,3.19,2.0,11.2
older,,,,3.19,2135.0,
oozy,,,,3.19,2.0,9.3
ornate,,,,3.19,10.0,10.22
rasping,,,,3.19,3.0,
uncrushable,,,,3.19,1.0,11.41
interlocking,,,,3.18,11.0,8.89
scrotal,,,,3.18,2.0,13.87
tiered,,,,3.18,1.0,11.28
toothy,,,,3.18,5.0,9.06
zesty,,,,3.18,8.0,9.33
antibacterial,,,,3.17,17.0,11.65
antiviral,,,,3.17,1.0,15.11
gargantuan,,,,3.17,18.0,11.61
metalloid,,,,3.17,1.0,14.53
movable,,,,3.17,15.0,7.63
shatterproof,,,,3.17,7.0,10.44
threadlike,,,,3.17,1.0,11.5
twinkly,,,,3.17,7.0,6.76
unwired,,,,3.17,1.0,
bristly,,,,3.16,1.0,12.13
crystalline,,,,3.16,16.0,12.58
grainy,,,,3.16,10.0,11.11
polychromatic,,,,3.16,1.0,15.07
unclasped,,,,3.16,1.0,
bloodless,,,,3.15,4.0,10.78
colorless,,,,3.15,13.0,6.81
crested,,,,3.15,5.0,12.06
fisted,,,,3.15,1.0,
narrower,,,,3.15,11.0,
nonporous,,,,3.15,3.0,12.93
seagoing,,,,3.15,11.0,12.4
tanning,,,,3.15,64.0,
topographical,,,,3.15,4.0,14.11
translucent,,,,3.15,13.0,11.95
unfrozen,,,,3.15,9.0,6.42
unfurnished,,,,3.15,4.0,10.58
unwashed,,,,3.15,18.0,7.53
weaponless,,,,3.15,3.0,10.65
acrobatic,,,,3.14,12.0,9.38
aerobic,,,,3.14,9.0,10.24
bracing,,,,3.14,23.0,
endoscopic,,,,3.14,4.0,14.31
inflamed,,,,3.14,33.0,
ingrown,,,,3.14,17.0,10.24
lumbering,,,,3.14,12.0,10.47
microelectronic,,,,3.14,2.0,16.8
reversible,,,,3.14,15.0,8.84
segmented,,,,3.14,1.0,
viselike,,,,3.14,1.0,13.21
womanlike,,,,3.14,1.0,9.75
wormy,,,,3.14,11.0,6.78
craggy,,,,3.13,2.0,13.37
sopping,,,,3.13,11.0,9.76
unraveled,,,,3.13,12.0,7.88
aboriginal,,,,3.12,9.0,14.75
ashen,,,,3.12,9.0,12.5
braised,,,,3.12,11.0,13.83
colorable,,,,3.12,4.0,8.06
endoplasmic,,,,3.12,3.0,14.73
gusty,,,,3.12,5.0,9.15
holey,,,,3.12,6.0,8.53
hypothermic,,,,3.12,15.0,12.79
inflammable,,,,3.12,13.0,10.05
ruffled,,,,3.12,24.0,
sleeker,,,,3.12,3.0,
suborbital,,,,3.12,1.0,15.41
trenched,,,,3.12,2.0,
unmixed,,,,3.12,1.0,7.89
biodegradable,,,,3.11,10.0,12.33
chronological,,,,3.11,17.0,11.74
eatable,,,,3.11,3.0,8.93
epicenter,,,,3.11,16.0,12.35
exfoliating,,,,3.11,6.0,11.21
gangly,,,,3.11,14.0,12.0
neuropsychological,,,,3.11,1.0,16.64
neurosurgical,,,,3.11,1.0,13.56
spiny,,,,3.11,7.0,10.22
splotchy,,,,3.11,1.0,10.38
weatherproof,,,,3.11,2.0,10.53
abbreviated,,,,3.1,16.0,10.5
absorbent,,,,3.1,8.0,10.32
cancerous,,,,3.1,13.0,11.78
collapsible,,,,3.1,13.0,11.26
compacted,,,,3.1,3.0,11.0
greenish,,,,3.1,8.0,7.11
layered,,,,3.1,11.0,
retractable,,,,3.1,9.0,13.2
simmering,,,,3.1,11.0,10.26
thrusting,,,,3.1,15.0,11.5
analogue,,,,3.08,5.0,12.16
biracial,,,,3.08,9.0,9.83
horseless,,,,3.08,9.0,10.24
itemized,,,,3.08,12.0,12.1
mismatched,,,,3.08,11.0,8.26
nonaligned,,,,3.08,1.0,12.59
postnatal,,,,3.08,3.0,12.79
sculptural,,,,3.08,4.0,11.22
stereophonic,,,,3.08,5.0,14.13
thunderous,,,,3.08,14.0,10.0
woodsy,,,,3.08,13.0,9.0
anatomical,,,,3.07,16.0,12.05
angular,,,,3.07,7.0,11.32
biggest,,,,3.07,2085.0,
connectible,,,,3.07,1.0,9.47
downloadable,,,,3.07,1.0,13.67
endocrine,,,,3.07,7.0,14.44
formfitting,,,,3.07,1.0,11.39
grating,,,,3.07,16.0,10.71
harmonic,,,,3.07,11.0,11.89
multistory,,,,3.07,1.0,
numeric,,,,3.07,1.0,9.32
pinkish,,,,3.07,4.0,8.12
stretchy,,,,3.07,19.0,6.26
sunshiny,,,,3.07,11.0,6.21
twisty,,,,3.07,12.0,6.53
unorganized,,,,3.07,5.0,10.11
weathered,,,,3.07,17.0,
telegraphic,,,,3.05,1.0,11.56
animate,,,,3.04,3.0,8.53
aromatic,,,,3.04,14.0,11.05
askew,,,,3.04,14.0,11.0
baptismal,,,,3.04,6.0,9.19
breathable,,,,3.04,14.0,11.17
broadband,,,,3.04,16.0,13.83
burly,,,,3.04,17.0,10.47
containable,,,,3.04,4.0,13.33
detachable,,,,3.04,9.0,9.94
emptier,,,,3.04,7.0,
encyclopedic,,,,3.04,6.0,9.47
erosive,,,,3.04,1.0,11.76
firmer,,,,3.04,15.0,
gaunt,,,,3.04,8.0,11.81
glacial,,,,3.04,6.0,10.58
lipid,,,,3.04,3.0,14.22
microbiological,,,,3.04,1.0,13.79
narcoleptic,,,,3.04,7.0,14.12
papery,,,,3.04,4.0,10.38
preadolescent,,,,3.04,4.0,12.44
purebred,,,,3.04,18.0,11.42
pyramidal,,,,3.04,5.0,13.5
quarterfinal,,,,3.04,7.0,12.06
recyclable,,,,3.04,5.0,9.11
reverberating,,,,3.04,7.0,13.56
seafaring,,,,3.04,10.0,11.5
squashy,,,,3.04,2.0,9.86
tactile,,,,3.04,18.0,15.6
terrestrial,,,,3.04,11.0,12.21
tightfisted,,,,3.04,3.0,12.53
unblinking,,,,3.04,3.0,10.16
unworn,,,,3.04,1.0,7.35
breakable,,,,3.03,8.0,8.21
durable,,,,3.03,18.0,11.79
flyable,,,,3.03,3.0,10.0
globetrotting,,,,3.03,1.0,12.53
microwavable,,,,3.03,4.0,11.28
raspy,,,,3.03,8.0,10.89
transportable,,,,3.03,2.0,10.37
unescorted,,,,3.03,17.0,12.58
unventilated,,,,3.03,1.0,12.11
airless,,,,3.0,5.0,10.0
biomechanical,,,,3.0,5.0,14.76
bootless,,,,3.0,3.0,8.06
chirpy,,,,3.0,5.0,9.12
coned,,,,3.0,1.0,11.2
countable,,,,3.0,10.0,8.72
galvanized,,,,3.0,14.0,14.0
geometrical,,,,3.0,6.0,9.74
hydroponic,,,,3.0,12.0,15.18
incandescent,,,,3.0,17.0,15.44
jutting,,,,3.0,5.0,
misshapen,,,,3.0,15.0,10.95
motionless,,,,3.0,17.0,8.83
mucky,,,,3.0,9.0,8.25
nearest,,,,3.0,382.0,
outsize,,,,3.0,1.0,12.94
penetrating,,,,3.0,59.0,
smokeless,,,,3.0,4.0,11.89
smoother,,,,3.0,49.0,
squiggly,,,,3.0,16.0,6.65
squishier,,,,3.0,1.0,7.75
transoceanic,,,,3.0,2.0,12.79
treelike,,,,3.0,1.0,8.59
unanchored,,,,3.0,1.0,10.94
unblemished,,,,3.0,11.0,12.1
unpainted,,,,3.0,6.0,7.68
unrepaired,,,,3.0,1.0,9.0
unruffled,,,,3.0,2.0,9.17
unscented,,,,3.0,3.0,8.68
varied,,,,3.0,41.0,
watertight,,,,3.0,19.0,12.85
audiovisual,,,,2.97,11.0,11.44
eggless,,,,2.97,2.0,11.61
glitzy,,,,2.97,5.0,10.17
graphical,,,,2.97,2.0,12.67
undernourished,,,,2.97,6.0,11.61
undigested,,,,2.97,9.0,10.67
abovementioned,,,,2.96,1.0,14.24
aeronautical,,,,2.96,12.0,14.35
alphanumeric,,,,2.96,5.0,13.0
arid,,,,2.96,16.0,11.38
biologic,,,,2.96,7.0,11.75
chiropractic,,,,2.96,9.0,14.05
choral,,,,2.96,11.0,8.07
contoured,,,,2.96,4.0,14.39
coppery,,,,2.96,2.0,11.59
corrupter,,,,2.96,2.0,
easternmost,,,,2.96,1.0,11.5
filmy,,,,2.96,4.0,11.41
glaring,,,,2.96,22.0,
homogenous,,,,2.96,2.0,13.42
inboard,,,,2.96,10.0,10.44
intercollegiate,,,,2.96,4.0,15.14
kickable,,,,2.96,1.0,6.76
palatable,,,,2.96,13.0,12.72
pretrial,,,,2.96,12.0,14.94
purplish,,,,2.96,1.0,6.88
redial,,,,2.96,13.0,9.42
stenographic,,,,2.96,2.0,14.38
unconfined,,,,2.96,2.0,13.33
uncontaminated,,,,2.96,3.0,11.83
unexpired,,,,2.96,1.0,10.06
unheated,,,,2.96,1.0,8.5
unpopulated,,,,2.96,3.0,9.63
diuretic,,,,2.95,9.0,14.88
horticultural,,,,2.95,6.0,12.32
steeper,,,,2.95,7.0,
blunted,,,,2.93,7.0,11.72
fidgety,,,,2.93,18.0,7.89
gynecological,,,,2.93,1.0,
higher,,,,2.93,1420.0,
hysteric,,,,2.93,9.0,10.67
interracial,,,,2.93,13.0,12.15
invitational,,,,2.93,5.0,10.56
lemony,,,,2.93,6.0,9.64
measurable,,,,2.93,6.0,9.16
mercantile,,,,2.93,12.0,12.33
packable,,,,2.93,1.0,9.62
perennial,,,,2.93,15.0,14.28
semifinal,,,,2.93,14.0,10.67
unblocked,,,,2.93,3.0,9.61
uncluttered,,,,2.93,4.0,9.89
undecorated,,,,2.93,1.0,9.16
whirly,,,,2.93,1.0,8.5
ambulatory,,,,2.92,12.0,12.59
anticorrosive,,,,2.92,1.0,13.61
brushless,,,,2.92,1.0,10.5
choppy,,,,2.92,13.0,9.16
extramarital,,,,2.92,15.0,13.95
idler,,,,2.92,7.0,
northerly,,,,2.92,3.0,10.65
parabolic,,,,2.92,13.0,14.54
paring,,,,2.92,6.0,9.95
postwar,,,,2.92,15.0,11.26
slugfest,,,,2.92,3.0,11.76
stalwart,,,,2.92,22.0,14.4
topmost,,,,2.92,3.0,9.94
topographic,,,,2.92,1.0,13.06
truant,,,,2.92,18.0,12.0
yellowy,,,,2.92,2.0,8.61
climatic,,,,2.91,7.0,10.22
coital,,,,2.91,5.0,15.93
rheumatoid,,,,2.91,7.0,14.3
uncoupled,,,,2.91,3.0,12.53
erasable,,,,2.9,1.0,8.5
halting,,,,2.9,7.0,
hulking,,,,2.9,8.0,11.17
illegible,,,,2.9,9.0,10.42
lymphatic,,,,2.9,14.0,13.5
symmetric,,,,2.9,5.0,10.0
unscreened,,,,2.9,1.0,11.05
unseasoned,,,,2.9,1.0,12.44
amnesiac,,,,2.89,2.0,12.64
blustery,,,,2.89,11.0,9.39
contorted,,,,2.89,5.0,
deliverable,,,,2.89,1.0,10.0
healthful,,,,2.89,10.0,10.11
jobless,,,,2.89,17.0,8.56
loudmouthed,,,,2.89,11.0,7.94
monosyllable,,,,2.89,2.0,11.21
overinflated,,,,2.89,4.0,9.78
pilotless,,,,2.89,1.0,11.13
semiformal,,,,2.89,4.0,13.0
snakelike,,,,2.89,1.0,7.33
underfed,,,,2.89,4.0,11.53
uneatable,,,,2.89,1.0,8.47
uprooted,,,,2.89,14.0,10.25
brawny,,,,2.88,9.0,12.32
collectible,,,,2.88,10.0,8.32
credential,,,,2.88,5.0,12.1
druggy,,,,2.88,4.0,
flourless,,,,2.88,1.0,10.79
fruited,,,,2.88,7.0,7.88
hypoallergenic,,,,2.88,8.0,13.37
impermeable,,,,2.88,5.0,12.53
squatty,,,,2.88,2.0,11.0
ventricular,,,,2.88,16.0,14.59
rustproof,,,,2.87,1.0,11.44
sedimentary,,,,2.87,4.0,11.47
apelike,,,,2.86,2.0,9.53
climbable,,,,2.86,1.0,8.35
collectable,,,,2.86,3.0,8.11
interconnecting,,,,2.86,2.0,12.88
philharmonic,,,,2.86,38.0,14.69
rootless,,,,2.86,2.0,8.94
southwesterly,,,,2.86,2.0,11.24
squinty,,,,2.86,6.0,10.75
storewide,,,,2.86,1.0,11.83
digestible,,,,2.85,4.0,9.47
manlike,,,,2.85,6.0,9.44
metered,,,,2.85,3.0,13.88
rougher,,,,2.85,38.0,
throaty,,,,2.85,9.0,9.74
tightlipped,,,,2.85,2.0,12.47
ulcerated,,,,2.85,5.0,15.5
unsterilized,,,,2.85,3.0,11.95
amoebic,,,,2.84,3.0,13.68
homogeneous,,,,2.84,3.0,14.88
parentless,,,,2.84,4.0,9.55
cloistered,,,,2.83,9.0,11.67
embryonic,,,,2.83,6.0,12.44
flightless,,,,2.83,7.0,8.94
instructional,,,,2.83,9.0,11.3
insulating,,,,2.83,2.0,
longitudinal,,,,2.83,4.0,11.67
perishable,,,,2.83,13.0,11.72
textural,,,,2.83,1.0,13.88
ultrasonic,,,,2.83,12.0,14.74
unleaded,,,,2.83,18.0,11.65
unrefrigerated,,,,2.83,2.0,9.7
unscrambled,,,,2.83,3.0,11.17
