word,aoa,valence,arousal,dominance,concreteness
leerzaam,9.85,,,,1.47
meertalig,9.85,,,,2.47
merkwaardig,9.85,,,,1.53
mummificeren,9.85,,,,3.67
mysterieus,9.85,,,,1.73
onbeschrijfelijk,9.85,,,,1.6
onpersoonlijk,9.85,,,,1.33
ontwikkelen,9.85,,,,2.07
oorspronkelijk,9.85,,,,1.13
opstopping,9.85,,,,3.27
opwachting,9.85,,,,2.0
pleeggezin,9.85,,,,2.8
schijnheilig,9.85,,,,1.53
schouderblad,9.85,,,,4.4
sprankelen,9.85,,,,3.07
triljard,9.85,,,,2.86
uitprinten,9.85,,,,3.8
uitreiking,9.85,,,,2.71
uitstoten,9.85,,,,3.27
uitvreten,9.85,,,,2.21
veldtocht,9.85,,,,3.07
wederzijds,9.85,,,,1.6
schoondochter,9.85,,,,2.67
esp,9.85,,,,5.0
aanslag,9.85,1.88,6.06,5.66,3.0
zelfmoord,9.85,1.3,5.34,3.7,3.73
bacon,9.86,4.49,3.56,3.92,4.8
stratego,9.86,,,,3.79
snauw,9.86,,,,2.71
bakblik,9.86,,,,3.9
gebocheld,9.86,,,,3.64
kelen,9.86,,,,3.62
wrong,9.86,,,,3.45
proeve,9.86,,,,2.25
smodderen,9.86,,,,3.45
weegbree,9.86,,,,3.5
snak,9.86,,,,
tint,9.86,4.41,3.3,3.69,3.0
zero,9.86,,,,2.71
etage,9.86,,,,4.07
greppel,9.86,3.4,2.9,3.75,4.07
griet,9.86,3.83,4.28,3.78,3.67
repel,9.86,,,,
spoel,9.87,,,,4.43
kokosmelk,9.87,,,,4.67
wijden,9.87,4.25,4.25,3.97,1.93
tilt,9.87,3.31,4.72,4.15,
alg,9.87,,,,4.69
stippelen,9.87,,,,3.07
tollenaar,9.87,,,,3.36
tureluurs,9.87,,,,1.93
vergeeld,9.87,,,,3.4
brein,9.87,4.91,5.19,5.23,3.87
assistent,9.88,,,,2.93
officier,9.88,,,,3.27
bespikkelen,9.88,,,,3.14
bidprentje,9.88,,,,4.27
brandblaar,9.88,,,,4.14
eerdaags,9.88,,,,1.67
parabel,9.88,,,,2.33
glimmer,9.88,,,,3.13
bruinkool,9.88,,,,4.58
contrabas,9.88,,,,4.67
loods,9.88,3.75,3.31,4.38,4.4
shit,9.88,2.38,4.28,4.2,2.07
kroos,9.88,,,,3.5
blijk,9.88,4.33,3.65,4.06,1.4
takel,9.88,,,,4.0
aanleg,9.88,,,,1.8
afdankertje,9.88,,,,2.2
afkorten,9.88,,,,3.0
afreis,9.88,,,,2.58
buiklanding,9.88,,,,3.79
dorpsgek,9.88,,,,2.33
fondant,9.88,,,,3.93
genade,9.88,,,,1.33
huizenhoog,9.88,,,,3.47
oefenschool,9.88,,,,2.93
oliedom,9.88,,,,1.87
ontstopt,9.88,,,,2.6
pastorie,9.88,,,,3.69
pepernoot,9.88,,,,4.73
stuiven,9.88,,,,3.6
tuttig,9.88,,,,1.93
werkeloze,9.88,,,,2.8
gebazel,9.88,,,,2.69
honderduit,9.88,,,,1.85
instaleren,9.88,,,,2.77
steekspel,9.88,,,,3.27
galg,9.89,1.75,4.23,5.03,4.87
lijster,9.89,4.37,4.24,3.37,4.77
potvis,9.89,,,,4.73
aanbidder,9.89,,,,2.6
aanstekelijk,9.89,,,,2.07
afprijzen,9.89,,,,2.87
afzwakken,9.89,,,,2.2
alsnog,9.89,,,,1.4
antigif,9.89,,,,3.47
behoud,9.89,,,,1.93
bemanning,9.89,,,,3.53
bereden,9.89,,,,2.36
beschaving,9.89,,,,2.07
bevinden,9.89,,,,1.67
bijwerking,9.89,,,,2.4
bijwonen,9.89,,,,2.47
bladerdeeg,9.89,,,,4.8
bodybuilder,9.89,,,,3.8
boosdoener,9.89,,,,2.33
bouwbedrijf,9.89,,,,3.53
broedplaats,9.89,,,,3.53
bruidsjapon,9.89,,,,4.27
denkwerk,9.89,,,,1.53
derdeklas,9.89,,,,2.67
ditmaal,9.89,,,,1.47
doorreis,9.89,,,,2.47
dossier,9.89,,,,3.2
draagzak,9.89,,,,4.27
driftkop,9.89,,,,3.0
eczeem,9.89,,,,4.4
gejaagd,9.89,,,,2.53
gelakt,9.89,,,,3.67
geneeskundig,9.89,,,,2.07
geraas,9.89,,,,3.33
gespreid,9.89,,,,3.33
gestemd,9.89,,,,1.93
grondgebied,9.89,,,,2.73
haarfijn,9.89,,,,2.07
halfdood,9.89,,,,2.2
handwapen,9.89,,,,4.13
hazenpad,9.89,,,,2.43
herwinnen,9.89,,,,1.87
honnepon,9.89,,,,2.2
hoofdman,9.89,,,,3.0
hooikoorts,9.89,,,,3.67
huiselijk,9.89,,,,2.2
indekken,9.89,,,,2.33
insneeuwen,9.89,,,,3.27
inspecteur,9.89,,,,3.53
invoer,9.89,,,,2.47
jaargetijde,9.89,,,,2.0
kenmerkend,9.89,,,,1.27
klagerig,9.89,,,,2.53
klusser,9.89,,,,3.4
koopjes,9.89,,,,3.0
krachtsport,9.89,,,,3.53
krioelen,9.89,,,,3.0
kweker,9.89,,,,3.13
langdurig,9.89,,,,1.87
legerbasis,9.89,,,,3.53
maandblad,9.89,,,,3.93
mijnenveger,9.89,,,,3.2
mijnenveld,9.89,,,,4.27
miniatuur,9.89,,,,3.67
modewereld,9.89,,,,2.8
mondeling,9.89,,,,3.07
mondstuk,9.89,,,,4.53
nagelen,9.89,,,,3.64
nationaliteit,9.89,,,,2.53
nazicht,9.89,,,,2.47
omstander,9.89,,,,2.93
onderwereld,9.89,,,,2.27
oneindigheid,9.89,,,,1.4
ongedeerd,9.89,,,,2.27
onterecht,9.89,,,,1.47
ontwerpen,9.89,,,,2.87
onverwoestbaar,9.89,,,,2.07
onvrijwillig,9.89,,,,2.13
opgraving,9.89,,,,3.87
ophijsen,9.89,,,,4.0
overhaasten,9.89,,,,2.4
overkomen,9.89,,,,1.93
parochiaan,9.89,,,,2.67
planning,9.89,,,,3.0
plantaardig,9.89,,,,2.8
rampplek,9.89,,,,3.73
realiteit,9.89,,,,1.87
rellen,9.89,,,,3.0
rockband,9.89,,,,4.13
rozenbottel,9.89,,,,4.27
ruggenwervel,9.89,,,,4.27
ruwheid,9.89,,,,3.0
samenstellen,9.89,,,,2.67
scharrelkip,9.89,,,,4.4
schatting,9.89,,,,1.93
schijnwerper,9.89,,,,3.8
scholing,9.89,,,,2.27
slokdarm,9.89,,,,4.27
sneltrein,9.89,,,,4.33
spookstad,9.89,,,,3.29
spotnaam,9.89,,,,2.47
spotprijs,9.89,,,,2.47
stedelijk,9.89,,,,2.33
sterfgeval,9.89,,,,2.87
tentakel,9.89,,,,4.53
terreinwagen,9.89,,,,4.53
toebehoren,9.89,,,,2.07
toegangsweg,9.89,,,,3.47
toonzaal,9.89,,,,3.73
topkwaliteit,9.89,,,,2.33
trouwboekje,9.89,,,,3.87
uitgelaten,9.89,,,,2.33
uitkramen,9.89,,,,2.87
uitstippelen,9.89,,,,2.93
uitvaart,9.89,,,,2.6
uitval,9.89,,,,2.87
uitvissen,9.89,,,,2.47
verdenking,9.89,,,,2.13
vergaderen,9.89,,,,3.07
verklaring,9.89,,,,1.8
verlammen,9.89,,,,3.0
vernieuwend,9.89,,,,2.0
verslaving,9.89,,,,2.47
vlotten,9.89,,,,2.73
voedzaam,9.89,,,,2.27
voortrekker,9.89,,,,2.53
vrijgezel,9.89,,,,3.13
wegwijs,9.89,,,,1.87
wonderlijk,9.89,,,,1.53
zaligheid,9.89,,,,1.6
zalvend,9.89,,,,2.23
ziekteverlof,9.89,,,,2.6
bezigen,9.89,,,,1.79
gekunsteld,9.89,,,,2.0
smoutebol,9.89,,,,4.86
nabauwen,9.89,,,,2.6
pinkelen,9.89,,,,3.5
solde,9.89,,,,3.0
kim,9.89,,,,2.4
gaslek,9.89,,,,3.4
mottig,9.89,,,,2.07
suffen,9.89,,,,2.33
verheugen,9.89,,,,1.87
waterzuivering,9.89,,,,3.33
weldoen,9.89,,,,1.47
toef,9.9,,,,3.22
sjerp,9.9,,,,4.47
aanblik,9.9,,,,2.6
aanhangsel,9.9,,,,2.67
afblaffen,9.9,,,,3.13
afzondering,9.9,,,,2.2
bemoeienis,9.9,,,,1.73
bloeddorstig,9.9,,,,2.33
compassie,9.9,,,,2.0
dramatiseren,9.9,,,,2.2
flauwte,9.9,,,,2.6
geforceerd,9.9,,,,2.6
haaknaald,9.9,,,,4.71
hulpverlening,9.9,,,,2.73
inblikken,9.9,,,,3.8
inrichter,9.9,,,,3.07
instelling,9.9,,,,2.47
klakkeloos,9.9,,,,1.47
kloosterling,9.9,,,,3.2
kogelhuls,9.9,,,,4.6
kogelvrij,9.9,,,,3.13
omhulsel,9.9,,,,3.73
onenigheid,9.9,,,,1.73
ontwerpster,9.9,,,,3.13
overname,9.9,,,,2.13
prijsgeven,9.9,,,,2.13
rafelen,9.9,,,,3.47
teamwerk,9.9,,,,2.53
toehoren,9.9,,,,2.33
topscorer,9.9,,,,3.0
turkoois,9.9,,,,3.87
uitblijven,9.9,,,,1.87
uitbrander,9.9,,,,2.47
veeteelt,9.9,,,,3.6
verstrooiing,9.9,,,,2.4
wrijving,9.9,,,,2.73
zakkenroller,9.9,,,,3.07
beuren,9.9,,,,1.63
armzalig,9.9,2.17,3.06,2.55,2.33
bedevaartsoord,9.9,,,,
bergschoenen,9.9,,,,
centiemen,9.9,,,,
charmant,9.9,6.02,4.33,4.77,2.07
degelijk,9.9,5.02,3.45,4.42,1.87
eed,9.9,4.59,3.64,5.11,2.53
emotioneel,9.9,4.05,5.41,3.55,2.0
energieloos,9.9,2.42,1.95,2.5,2.13
hardnekkig,9.9,2.83,5.02,5.3,1.87
infectie,9.9,2.0,4.81,4.2,3.53
irritatie,9.9,2.3,5.3,4.36,2.27
kantoordirecteur,9.9,,,,
kloten,9.9,2.63,4.72,4.8,3.71
legerbotinnen,9.9,,,,
mengkom,9.9,,,,
microgolfoven,9.9,,,,
ontlopen,9.9,2.78,4.8,2.75,2.47
praktisch,9.9,5.25,4.38,4.61,1.53
siervis,9.9,,,,
snuiven,9.9,2.7,4.84,3.75,3.87
streven,9.9,4.67,5.3,4.88,2.0
twijfelachtig,9.9,2.95,3.64,2.83,1.6
vernedering,9.9,1.84,4.36,3.13,2.0
vijlen,9.9,3.86,4.45,4.0,4.2
voldaan,9.9,5.48,3.58,4.94,2.13
warmhartig,9.9,6.02,3.97,4.86,2.13
buskruit,9.9,2.91,5.38,5.48,4.53
moeizaam,9.9,2.62,3.41,3.17,2.27
ontgoocheld,9.9,2.5,3.88,3.16,2.27
porren,9.9,3.5,4.87,4.38,4.07
weldaad,9.9,5.47,4.76,4.83,2.0
wijten,9.9,3.31,4.27,4.08,1.53
schemer,9.9,4.27,3.19,3.73,3.8
por,9.9,3.43,4.69,4.23,4.29
keukenwekker,9.9,,,,
zilveruitjes,9.9,,,,
belet,9.91,,,,2.07
citrusvrucht,9.91,,,,4.2
rui,9.91,,,,3.7
stumperd,9.91,,,,2.36
vlier,9.91,,,,4.09
fooi,9.91,5.06,4.08,4.0,4.0
kloot,9.92,2.7,3.92,4.65,3.07
iep,9.92,,,,3.9
perelaar,9.92,,,,3.9
stang,9.92,3.7,3.25,4.32,4.62
grip,9.92,,,,3.87
vertaler,9.92,,,,3.33
benedenhuis,9.92,,,,3.86
dwarskop,9.92,,,,1.92
handveger,9.92,,,,4.23
hoorndol,9.92,,,,1.87
rolprent,9.92,,,,3.31
rotsmoes,9.92,,,,1.85
geeltje,9.92,,,,3.38
huls,9.92,,,,4.07
aerobic,9.93,,,,4.27
sleet,9.93,,,,3.31
miereneter,9.93,,,,4.2
juut,9.93,,,,
knapperen,9.93,,,,2.9
krapte,9.93,,,,1.89
mottenbal,9.93,,,,4.5
vuilbekken,9.93,,,,2.71
zilverspar,9.93,,,,4.67
kraaknet,9.93,,,,2.29
list,9.93,2.69,4.55,4.41,2.33
duit,9.93,4.52,3.54,3.9,2.64
kern,9.93,4.41,3.77,4.86,2.6
peen,9.93,,,,4.44
droogkap,9.93,,,,4.22
groeistuip,9.93,,,,2.57
uitvagen,9.93,,,,3.08
smoezen,9.93,,,,2.08
uithuizig,9.93,,,,1.92
karper,9.93,4.06,4.02,3.84,4.79
rein,9.93,4.97,3.28,4.27,2.21
pantser,9.93,3.8,4.25,5.47,3.85
kaap,9.93,3.83,3.63,4.4,3.38
turen,9.93,3.83,3.81,3.8,3.54
sleur,9.94,2.59,2.95,3.23,2.07
goedaardig,9.94,5.78,3.92,4.5,1.87
vlas,9.94,3.9,3.28,3.32,4.14
afbollen,9.94,,,,2.8
bouwsel,9.94,,,,3.33
drillen,9.94,,,,3.4
floppy,9.94,,,,3.62
liefderijk,9.94,,,,1.85
offerande,9.94,,,,2.5
wasvrouw,9.94,,,,3.31
luitenant,9.94,,,,3.6
hyacint,9.94,,,,4.93
speen,9.94,3.9,3.41,3.33,4.31
aanbreken,9.94,,,,1.87
baksel,9.94,,,,3.2
bevlekken,9.94,,,,3.07
bloedgroep,9.94,,,,2.53
borrelen,9.94,,,,2.8
dobber,9.94,,,,4.25
drinkgeld,9.94,,,,2.8
gebladerte,9.94,,,,4.13
gejoel,9.94,,,,3.07
heuptas,9.94,,,,4.73
huizenblok,9.94,,,,4.07
klingelen,9.94,,,,3.62
krakkemikkig,9.94,,,,2.8
maatstok,9.94,,,,4.27
papierklem,9.94,,,,4.6
selderie,9.94,,,,4.69
slobberen,9.94,,,,2.75
speelfilm,9.94,,,,4.4
stijgbeugel,9.94,,,,4.2
uitgestreken,9.94,,,,3.07
waterkers,9.94,,,,4.8
kits,9.94,,,,1.46
drang,9.94,3.42,5.23,4.94,1.4
aflossing,9.94,,,,2.47
afmeting,9.94,,,,2.87
afrijden,9.94,,,,3.33
aspirine,9.94,,,,4.2
beauty,9.94,,,,2.73
bedroeven,9.94,,,,2.07
bekendmaking,9.94,,,,2.33
belasten,9.94,,,,2.47
beurtelings,9.94,,,,2.07
bezitting,9.94,,,,2.4
bijpraten,9.94,,,,3.13
bijsmaak,9.94,,,,2.93
bloeddruk,9.94,,,,3.13
bloeimaand,9.94,,,,2.87
boetiek,9.94,,,,3.6
botbreuk,9.94,,,,4.2
bouwval,9.94,,,,3.33
brouwer,9.94,,,,3.8
buitengewoon,9.94,,,,1.6
bundelen,9.94,,,,3.47
circuit,9.94,,,,3.67
conditie,9.94,,,,2.2
correctie,9.94,,,,2.67
definitief,9.94,,,,1.73
dodental,9.94,,,,2.67
doorleren,9.94,,,,2.0
doorzetting,9.94,,,,2.27
droombaan,9.94,,,,2.4
eersterangs,9.94,,,,1.67
ellendig,9.94,,,,1.87
ferryboot,9.94,,,,4.73
flosdraad,9.94,,,,4.79
formaat,9.94,,,,2.6
geflipt,9.94,,,,2.27
gelden,9.94,,,,2.0
gendarme,9.94,,,,4.2
gereedheid,9.94,,,,1.87
getrouw,9.94,,,,1.33
graaien,9.94,,,,3.36
handlanger,9.94,,,,2.8
hartenbreker,9.94,,,,2.13
heengaan,9.94,,,,2.21
heenkomen,9.94,,,,2.4
hongerdood,9.94,,,,2.67
indelen,9.94,,,,2.47
inkrimpen,9.94,,,,2.8
inleiden,9.94,,,,2.2
inschepen,9.94,,,,3.14
irriteren,9.94,,,,2.6
kaakslag,9.94,,,,3.67
kroning,9.94,,,,3.33
kunststuk,9.94,,,,3.27
liefkozing,9.94,,,,2.53
lollig,9.94,,,,2.27
martelen,9.94,,,,3.53
mechaniek,9.94,,,,2.64
mechanisch,9.94,,,,2.6
mensachtig,9.94,,,,2.4
middenweg,9.94,,,,2.07
moorddadig,9.94,,,,2.33
motorkap,9.94,,,,4.67
naaldwoud,9.94,,,,4.57
naastenliefde,9.94,,,,1.87
nakomen,9.94,,,,2.13
naleven,9.94,,,,1.87
ombouwen,9.94,,,,2.8
ontglippen,9.94,,,,2.4
ontmaskeren,9.94,,,,2.8
oorverdovend,9.94,,,,3.0
opgewonden,9.94,,,,2.53
oplader,9.94,,,,4.8
opmeten,9.94,,,,3.27
opschepen,9.94,,,,2.07
opschepperij,9.94,,,,2.4
ovenvers,9.94,,,,3.47
overtocht,9.94,,,,2.79
padvindster,9.94,,,,3.73
plaatselijk,9.94,,,,2.47
playback,9.94,,,,3.73
pleegdochter,9.94,,,,2.73
rechtsomkeer,9.94,,,,2.87
reddingsteam,9.94,,,,3.6
reflex,9.94,,,,3.2
ribbenkast,9.94,,,,4.67
risico,9.94,,,,1.53
scheermesje,9.94,,,,4.87
sjoemelaar,9.94,,,,2.67
slapeloosheid,9.94,,,,2.2
sleutelbeen,9.94,,,,4.67
smash,9.94,,,,4.15
sorbet,9.94,,,,4.2
speurwerk,9.94,,,,2.73
spotgoedkoop,9.94,,,,2.27
stadsmuur,9.94,,,,4.53
stamboom,9.94,,,,2.93
stokpaardje,9.94,,,,3.27
stoppelig,9.94,,,,3.73
stopwatch,9.94,,,,4.6
strijdbijl,9.94,,,,3.47
tackelen,9.94,,,,3.87
theeblad,9.94,,,,4.47
tijdverdrijf,9.94,,,,2.0
toegankelijk,9.94,,,,2.2
toevoeging,9.94,,,,2.2
toonaard,9.94,,,,2.58
uitbranden,9.94,,,,3.87
uitdrukking,9.94,,,,1.53
uitgestrekt,9.94,,,,2.93
uitverkocht,9.94,,,,3.07
uitzaaien,9.94,,,,3.27
veldslag,9.94,,,,3.33
verduidelijken,9.94,,,,1.87
vergezocht,9.94,,,,1.6
verkrijgbaar,9.94,,,,1.73
vermaken,9.94,,,,2.6
verroeren,9.94,,,,2.6
verslaafde,9.94,,,,2.73
vervolgens,9.94,,,,1.4
vervorming,9.94,,,,2.73
verwelkomen,9.94,,,,2.67
viswijf,9.94,,,,3.0
vocabulaire,9.94,,,,2.4
voorheen,9.94,,,,1.33
voorzetten,9.94,,,,2.8
waardering,9.94,,,,1.47
waarmaken,9.94,,,,2.13
zakelijk,9.94,,,,1.73
zegswijze,9.94,,,,1.73
zinloos,9.94,,,,1.27
zwaarbewaakt,9.94,,,,3.2
biels,9.94,,,,3.5
korfbal,9.94,,,,4.33
voornaamwoord,9.94,,,,1.53
voorzetsel,9.94,,,,2.2
naarstig,9.95,3.95,4.83,4.21,1.83
afhellen,9.95,,,,3.47
plusminus,9.95,,,,1.47
salueren,9.95,,,,3.07
slingerplant,9.95,,,,4.4
uitdrukkelijk,9.95,,,,1.67
media,9.95,,,,3.0
gilet,9.95,,,,4.53
bloedzuiger,9.95,,,,4.2
aanvoeren,9.95,,,,2.4
aluminium,9.95,,,,4.13
bergketen,9.95,,,,4.07
braderie,9.95,,,,3.53
dierproef,9.95,,,,3.6
discussiren,9.95,,,,3.27
doorzien,9.95,,,,2.27
familiezaak,9.95,,,,2.4
gastvrouw,9.95,,,,3.4
heiligdom,9.95,,,,2.13
hot,9.95,,,,2.87
incorrect,9.95,,,,2.67
lassen,9.95,,,,3.8
moordlustig,9.95,,,,2.0
nabestaande,9.95,,,,2.07
oplichting,9.95,,,,2.0
oververhitten,9.95,,,,3.2
radiosignaal,9.95,,,,2.87
roestvrij,9.95,,,,3.07
stadium,9.95,,,,3.2
stomweg,9.95,,,,1.47
taverne,9.95,,,,4.4
toenmalig,9.95,,,,1.13
uitbater,9.95,,,,3.33
waarderen,9.95,,,,2.0
stiel,9.95,,,,2.53
jumbo,9.95,,,,2.79
geut,9.95,,,,2.87
waterpolo,9.96,,,,4.4
oord,9.96,4.6,3.06,3.98,2.73
balsem,9.96,4.44,2.83,3.67,4.07
doeltreffend,9.96,5.56,4.95,5.61,1.8
ingehouden,9.96,3.13,2.97,3.11,2.13
marteling,9.96,1.53,5.83,4.64,3.57
onsympatiek,9.96,2.14,3.72,3.67,
ontroering,9.96,5.02,4.34,3.92,2.33
onverstoorbaar,9.96,4.72,3.53,5.22,
opgewektheid,9.96,6.02,5.64,5.09,1.87
opmerkelijk,9.96,4.97,4.55,4.69,1.6
opstand,9.96,2.98,5.81,5.34,3.0
speech,9.96,4.42,4.94,4.83,3.53
sterfbed,9.96,1.59,2.77,3.7,2.8
wanhoop,9.96,1.88,3.97,3.02,1.67
zindelijk,9.96,4.94,3.89,4.5,2.4
zwijgzaam,9.96,3.31,2.33,3.25,2.2
gebrekkig,9.96,2.47,3.44,2.84,2.0
levensloos,9.96,1.69,1.59,2.48,
seinen,9.96,4.17,4.59,4.21,3.47
uitschot,9.96,2.22,4.29,3.72,2.33
tij,9.96,4.22,4.08,4.36,2.93
kliek,9.97,3.64,3.92,4.42,3.0
coma,9.97,1.75,2.08,4.03,3.27
duet,9.97,,,,3.4
bankrekening,9.98,,,,3.07
snul,9.98,,,,2.33
zenuw,9.98,3.55,4.88,4.08,4.07
waterjuffer,9.98,,,,4.29
fase,9.98,4.2,3.83,3.89,1.73
liaan,9.98,,,,4.8
hoer,9.98,2.11,5.27,3.61,3.27
brandstichting,9.98,,,,3.67
aal,9.98,3.42,3.9,3.44,4.69
tuig,9.99,2.69,4.28,4.34,2.93
schol,9.99,,,,2.86
voegwoord,9.99,,,,1.73
cello,10.0,4.67,3.56,3.9,4.8
nipje,10.0,,,,2.93
limousine,10.0,,,,4.73
aanvatten,10.0,,,,2.4
accessoires,10.0,,,,3.47
activeren,10.0,,,,2.4
ademnood,10.0,,,,3.2
afbetalen,10.0,,,,2.27
afdwalen,10.0,,,,2.47
afgrendelen,10.0,,,,2.86
afleiding,10.0,,,,2.07
aftreden,10.0,,,,2.53
alarmfase,10.0,,,,2.13
avondkleding,10.0,,,,4.0
beheerst,10.0,,,,2.2
behendig,10.0,,,,2.2
bekakt,10.0,,,,2.0
belichten,10.0,,,,3.13
benaderen,10.0,,,,2.8
benadrukken,10.0,,,,2.33
benoeming,10.0,,,,2.2
besprenkelen,10.0,,,,3.57
bevestiging,10.0,,,,2.07
bevestiging,10.0,,,,2.29
bieder,10.0,,,,3.07
binnenwerk,10.0,,,,2.6
bouwtekening,10.0,,,,4.27
cockpit,10.0,,,,4.33
conducteur,10.0,,,,4.13
conserven,10.0,,,,3.13
cultuur,10.0,,,,1.4
dagschotel,10.0,,,,3.93
dagverblijf,10.0,,,,3.53
denkbeeldig,10.0,,,,1.67
deodorant,10.0,,,,4.6
dienstmeisje,10.0,,,,3.67
doorhalen,10.0,,,,3.4
doorzetter,10.0,,,,2.67
douane,10.0,,,,3.07
drievoudig,10.0,,,,3.13
edelman,10.0,,,,2.93
eerstegraads,10.0,,,,2.33
eetmaal,10.0,,,,3.38
eigenhandig,10.0,,,,1.93
erfstuk,10.0,,,,2.67
feestganger,10.0,,,,3.73
fiksen,10.0,,,,2.6
futloosheid,10.0,,,,2.33
gedrocht,10.0,,,,2.64
gekreun,10.0,,,,4.27
genageld,10.0,,,,3.27
geniaal,10.0,,,,1.53
glunder,10.0,,,,2.73
grootheid,10.0,,,,1.4
gulheid,10.0,,,,1.53
handmatig,10.0,,,,2.47
handvaardigheid,10.0,,,,2.47
hardrijden,10.0,,,,4.0
hedendaags,10.0,,,,1.73
herbeleven,10.0,,,,2.13
herdenken,10.0,,,,1.93
hoekschop,10.0,,,,4.27
hoepelrok,10.0,,,,4.53
hoofddoel,10.0,,,,2.27
hoofdzaak,10.0,,,,2.27
identiek,10.0,,,,2.67
indrukwekkend,10.0,,,,1.8
inspringen,10.0,,,,2.87
inzien,10.0,,,,1.8
junioren,10.0,,,,3.27
kannibaal,10.0,,,,3.73
kantoorbaan,10.0,,,,2.93
kinderlokker,10.0,,,,2.8
klitten,10.0,,,,3.4
kolenmijn,10.0,,,,4.36
kolkend,10.0,,,,3.67
komiek,10.0,,,,3.07
kooplui,10.0,,,,3.53
kostelijk,10.0,,,,2.07
kritiek,10.0,,,,1.53
kromliggen,10.0,,,,3.33
kwekerij,10.0,,,,3.33
laadruimte,10.0,,,,3.6
labyrint,10.0,,,,4.47
lanceren,10.0,,,,3.0
lengtemaat,10.0,,,,2.33
levenslied,10.0,,,,3.0
liefdesleven,10.0,,,,2.27
loofbos,10.0,,,,4.53
luchtmacht,10.0,,,,2.67
luchtwegen,10.0,,,,3.93
maniak,10.0,,,,2.93
meeloper,10.0,,,,2.2
megafoon,10.0,,,,4.8
meningsverschil,10.0,,,,2.07
middeleeuws,10.0,,,,2.2
minimaal,10.0,,,,1.33
missie,10.0,,,,2.13
musicus,10.0,,,,3.0
nadelig,10.0,,,,1.47
najagen,10.0,,,,2.47
nazien,10.0,,,,2.47
nijptang,10.0,,,,4.47
ogenblikkelijk,10.0,,,,1.8
olievlek,10.0,,,,4.53
onbesproken,10.0,,,,1.73
onderbrengen,10.0,,,,2.73
onderhandeling,10.0,,,,2.53
onklaar,10.0,,,,2.27
onvervalst,10.0,,,,1.6
oordeel,10.0,,,,1.8
oorlogsheld,10.0,,,,2.47
ophanging,10.0,,,,3.2
oprichting,10.0,,,,2.64
opwekken,10.0,,,,2.4
overdenken,10.0,,,,2.33
overleg,10.0,,,,2.27
overstuur,10.0,,,,2.33
overwaaien,10.0,,,,2.53
overweging,10.0,,,,1.4
overweldigen,10.0,,,,1.87
parochie,10.0,,,,3.0
pensioneren,10.0,,,,2.33
prijskaartje,10.0,,,,4.33
prijzig,10.0,,,,2.2
prikkelen,10.0,,,,2.8
proesten,10.0,,,,3.86
rauwkost,10.0,,,,3.87
regelmaat,10.0,,,,2.0
rookvlees,10.0,,,,4.36
rugwervel,10.0,,,,4.53
scharrelei,10.0,,,,4.13
scharrelen,10.0,,,,2.87
sjabloon,10.0,,,,3.33
spaarrekening,10.0,,,,3.27
steekvlam,10.0,,,,4.53
stembanden,10.0,,,,3.93
stenigen,10.0,,,,3.73
sterrenkunde,10.0,,,,2.73
stiefkind,10.0,,,,2.8
stielman,10.0,,,,2.87
stilzwijgen,10.0,,,,2.67
sullig,10.0,,,,2.2
teamleider,10.0,,,,3.4
teweegbrengen,10.0,,,,1.6
thuiswedstrijd,10.0,,,,3.4
toepassing,10.0,,,,1.8
toesnellen,10.0,,,,3.13
trekker,10.0,,,,3.6
trouwerij,10.0,,,,3.4
uitblinker,10.0,,,,2.27
uitmoorden,10.0,,,,3.27
uitmuntend,10.0,,,,1.8
uitschieten,10.0,,,,2.8
uurrooster,10.0,,,,3.47
valluik,10.0,,,,4.5
vasteland,10.0,,,,3.33
vastspijkeren,10.0,,,,3.53
vergevingsgezind,10.0,,,,1.67
vergezellen,10.0,,,,3.0
verhouding,10.0,,,,1.87
verleiding,10.0,,,,2.07
vernemen,10.0,,,,2.27
verteer,10.0,,,,2.36
verwijten,10.0,,,,2.4
verzoenen,10.0,,,,2.13
vlezig,10.0,,,,3.13
vluchtauto,10.0,,,,3.53
volbrengen,10.0,,,,2.07
voldoen,10.0,,,,1.8
voortgang,10.0,,,,2.2
voorvoegsel,10.0,,,,2.0
vroegtijdig,10.0,,,,1.73
vulkanisch,10.0,,,,3.53
vuurgevecht,10.0,,,,4.07
wapenhandel,10.0,,,,3.2
warmbloedig,10.0,,,,2.47
waterstand,10.0,,,,3.33
watertank,10.0,,,,4.53
wegmoffelen,10.0,,,,3.23
weldoener,10.0,,,,2.33
werkgever,10.0,,,,3.13
wettig,10.0,,,,1.73
woordeloos,10.0,,,,1.47
worstelaar,10.0,,,,4.2
zakenmens,10.0,,,,3.73
zeeniveau,10.0,,,,3.27
zorgvuldig,10.0,,,,1.93
zwabber,10.0,,,,4.6
zwakheid,10.0,,,,2.13
armslag,10.0,,,,3.29
beademen,10.0,,,,3.53
cacaoboter,10.0,,,,4.53
nachtkaars,10.0,,,,4.36
versneller,10.0,,,,2.67
geflikker,10.0,,,,2.53
hetgeen,10.0,,,,1.27
ijzig,10.0,,,,3.07
kadetje,10.0,,,,3.0
onbegonnen,10.0,,,,1.6
oogschaduw,10.0,,,,4.4
opboksen,10.0,,,,2.27
paternoster,10.0,,,,4.27
pissig,10.0,,,,2.33
radiocontact,10.0,,,,3.47
sidderen,10.0,,,,3.14
